0.0,0.0,0.0,0.0,0.02884
0.0,0.0,0.0,0.1,0.03753
0.0,0.0,0.0,0.2,0.03753
0.0,0.0,0.0,0.3,0.03753
0.0,0.0,0.0,0.4,0.03753
0.0,0.0,0.0,0.5,0.03753
0.0,0.0,0.1,0.0,0.63078
0.0,0.0,0.1,0.1,0.59456
0.0,0.0,0.1,0.2,0.53360
0.0,0.0,0.1,0.3,0.48820
0.0,0.0,0.1,0.4,0.44608
0.0,0.0,0.1,0.5,0.41314
0.0,0.0,0.2,0.0,0.63078
0.0,0.0,0.2,0.1,0.62144
0.0,0.0,0.2,0.2,0.59456
0.0,0.0,0.2,0.3,0.56244
0.0,0.0,0.2,0.4,0.53360
0.0,0.0,0.2,0.5,0.50836
0.0,0.0,0.3,0.0,0.63078
0.0,0.0,0.3,0.1,0.62717
0.0,0.0,0.3,0.2,0.61308
0.0,0.0,0.3,0.3,0.59456
0.0,0.0,0.3,0.4,0.57555
0.0,0.0,0.3,0.5,0.55179
0.0,0.0,0.4,0.0,0.63078
0.0,0.0,0.4,0.1,0.62963
0.0,0.0,0.4,0.2,0.62144
0.0,0.0,0.4,0.3,0.60931
0.0,0.0,0.4,0.4,0.59456
0.0,0.0,0.4,0.5,0.58210
0.0,0.0,0.5,0.0,0.63078
0.0,0.0,0.5,0.1,0.63012
0.0,0.0,0.5,0.2,0.62602
0.0,0.0,0.5,0.3,0.61570
0.0,0.0,0.5,0.4,0.60701
0.0,0.0,0.5,0.5,0.59456
0.0,0.1,0.0,0.0,0.38954
0.0,0.1,0.0,0.1,0.33088
0.0,0.1,0.0,0.2,0.27073
0.0,0.1,0.0,0.3,0.23599
0.0,0.1,0.0,0.4,0.20780
0.0,0.1,0.0,0.5,0.18699
0.0,0.1,0.1,0.0,0.62193
0.0,0.1,0.1,0.1,0.59980
0.0,0.1,0.1,0.2,0.55752
0.0,0.1,0.1,0.3,0.51721
0.0,0.1,0.1,0.4,0.48361
0.0,0.1,0.1,0.5,0.45264
0.0,0.1,0.2,0.0,0.62701
0.0,0.1,0.2,0.1,0.62225
0.0,0.1,0.2,0.2,0.60046
0.0,0.1,0.2,0.3,0.57424
0.0,0.1,0.2,0.4,0.54998
0.0,0.1,0.2,0.5,0.52638
0.0,0.1,0.3,0.0,0.62881
0.0,0.1,0.3,0.1,0.62701
0.0,0.1,0.3,0.2,0.61636
0.0,0.1,0.3,0.3,0.59948
0.0,0.1,0.3,0.4,0.58178
0.0,0.1,0.3,0.5,0.56260
0.0,0.1,0.4,0.0,0.62766
0.0,0.1,0.4,0.1,0.62799
0.0,0.1,0.4,0.2,0.62209
0.0,0.1,0.4,0.3,0.61160
0.0,0.1,0.4,0.4,0.59767
0.0,0.1,0.4,0.5,0.58637
0.0,0.1,0.5,0.0,0.62914
0.0,0.1,0.5,0.1,0.62947
0.0,0.1,0.5,0.2,0.62652
0.0,0.1,0.5,0.3,0.61898
0.0,0.1,0.5,0.4,0.60980
0.0,0.1,0.5,0.5,0.59735
0.0,0.2,0.0,0.0,0.38954
0.0,0.2,0.0,0.1,0.36365
0.0,0.2,0.0,0.2,0.33088
0.0,0.2,0.0,0.3,0.29957
0.0,0.2,0.0,0.4,0.27073
0.0,0.2,0.0,0.5,0.25336
0.0,0.2,0.1,0.0,0.60226
0.0,0.2,0.1,0.1,0.59112
0.0,0.2,0.1,0.2,0.55064
0.0,0.2,0.1,0.3,0.52262
0.0,0.2,0.1,0.4,0.49426
0.0,0.2,0.1,0.5,0.46755
0.0,0.2,0.2,0.0,0.62193
0.0,0.2,0.2,0.1,0.61816
0.0,0.2,0.2,0.2,0.59980
0.0,0.2,0.2,0.3,0.57801
0.0,0.2,0.2,0.4,0.55752
0.0,0.2,0.2,0.5,0.53540
0.0,0.2,0.3,0.0,0.62668
0.0,0.2,0.3,0.1,0.62504
0.0,0.2,0.3,0.2,0.61636
0.0,0.2,0.3,0.3,0.60062
0.0,0.2,0.3,0.4,0.58407
0.0,0.2,0.3,0.5,0.56735
0.0,0.2,0.4,0.0,0.62701
0.0,0.2,0.4,0.1,0.62635
0.0,0.2,0.4,0.2,0.62225
0.0,0.2,0.4,0.3,0.61259
0.0,0.2,0.4,0.4,0.60046
0.0,0.2,0.4,0.5,0.58850
0.0,0.2,0.5,0.0,0.62881
0.0,0.2,0.5,0.1,0.62832
0.0,0.2,0.5,0.2,0.62504
0.0,0.2,0.5,0.3,0.61914
0.0,0.2,0.5,0.4,0.60996
0.0,0.2,0.5,0.5,0.59997
0.0,0.3,0.0,0.0,0.38954
0.0,0.3,0.0,0.1,0.37627
0.0,0.3,0.0,0.2,0.35284
0.0,0.3,0.0,0.3,0.33088
0.0,0.3,0.0,0.4,0.30842
0.0,0.3,0.0,0.5,0.29023
0.0,0.3,0.1,0.0,0.58342
0.0,0.3,0.1,0.1,0.57571
0.0,0.3,0.1,0.2,0.54425
0.0,0.3,0.1,0.3,0.52147
0.0,0.3,0.1,0.4,0.49689
0.0,0.3,0.1,0.5,0.47476
0.0,0.3,0.2,0.0,0.61160
0.0,0.3,0.2,0.1,0.60947
0.0,0.3,0.2,0.2,0.59784
0.0,0.3,0.2,0.3,0.57571
0.0,0.3,0.2,0.4,0.55818
0.0,0.3,0.2,0.5,0.53917
0.0,0.3,0.3,0.0,0.62193
0.0,0.3,0.3,0.1,0.62029
0.0,0.3,0.3,0.2,0.61259
0.0,0.3,0.3,0.3,0.59980
0.0,0.3,0.3,0.4,0.58391
0.0,0.3,0.3,0.5,0.57112
0.0,0.3,0.4,0.0,0.62570
0.0,0.3,0.4,0.1,0.62553
0.0,0.3,0.4,0.2,0.62127
0.0,0.3,0.4,0.3,0.61324
0.0,0.3,0.4,0.4,0.60095
0.0,0.3,0.4,0.5,0.58997
0.0,0.3,0.5,0.0,0.62783
0.0,0.3,0.5,0.1,0.62734
0.0,0.3,0.5,0.2,0.62422
0.0,0.3,0.5,0.3,0.61849
0.0,0.3,0.5,0.4,0.61111
0.0,0.3,0.5,0.5,0.60079
0.0,0.4,0.0,0.0,0.38954
0.0,0.4,0.0,0.1,0.38233
0.0,0.4,0.0,0.2,0.36365
0.0,0.4,0.0,0.3,0.34726
0.0,0.4,0.0,0.4,0.33088
0.0,0.4,0.0,0.5,0.31416
0.0,0.4,0.1,0.0,0.56735
0.0,0.4,0.1,0.1,0.56113
0.0,0.4,0.1,0.2,0.53818
0.0,0.4,0.1,0.3,0.51819
0.0,0.4,0.1,0.4,0.49639
0.0,0.4,0.1,0.5,0.47689
0.0,0.4,0.2,0.0,0.60226
0.0,0.4,0.2,0.1,0.59980
0.0,0.4,0.2,0.2,0.59112
0.0,0.4,0.2,0.3,0.57014
0.0,0.4,0.2,0.4,0.55064
0.0,0.4,0.2,0.5,0.53687
0.0,0.4,0.3,0.0,0.61472
0.0,0.4,0.3,0.1,0.61242
0.0,0.4,0.3,0.2,0.60800
0.0,0.4,0.3,0.3,0.59915
0.0,0.4,0.3,0.4,0.58489
0.0,0.4,0.3,0.5,0.57030
0.0,0.4,0.4,0.0,0.62193
0.0,0.4,0.4,0.1,0.62176
0.0,0.4,0.4,0.2,0.61816
0.0,0.4,0.4,0.3,0.61127
0.0,0.4,0.4,0.4,0.59980
0.0,0.4,0.4,0.5,0.58899
0.0,0.4,0.5,0.0,0.62570
0.0,0.4,0.5,0.1,0.62537
0.0,0.4,0.5,0.2,0.62242
0.0,0.4,0.5,0.3,0.61750
0.0,0.4,0.5,0.4,0.61013
0.0,0.4,0.5,0.5,0.60079
0.0,0.5,0.0,0.0,0.38954
0.0,0.5,0.0,0.1,0.38643
0.0,0.5,0.0,0.2,0.36988
0.0,0.5,0.0,0.3,0.35857
0.0,0.5,0.0,0.4,0.34251
0.0,0.5,0.0,0.5,0.33088
0.0,0.5,0.1,0.0,0.54949
0.0,0.5,0.1,0.1,0.54720
0.0,0.5,0.1,0.2,0.52933
0.0,0.5,0.1,0.3,0.51032
0.0,0.5,0.1,0.4,0.49164
0.0,0.5,0.1,0.5,0.47575
0.0,0.5,0.2,0.0,0.59292
0.0,0.5,0.2,0.1,0.59095
0.0,0.5,0.2,0.2,0.58309
0.0,0.5,0.2,0.3,0.56490
0.0,0.5,0.2,0.4,0.54851
0.0,0.5,0.2,0.5,0.53753
0.0,0.5,0.3,0.0,0.60783
0.0,0.5,0.3,0.1,0.60734
0.0,0.5,0.3,0.2,0.60324
0.0,0.5,0.3,0.3,0.59571
0.0,0.5,0.3,0.4,0.58161
0.0,0.5,0.3,0.5,0.56604
0.0,0.5,0.4,0.0,0.61636
0.0,0.5,0.4,0.1,0.61636
0.0,0.5,0.4,0.2,0.61324
0.0,0.5,0.4,0.3,0.60652
0.0,0.5,0.4,0.4,0.59849
0.0,0.5,0.4,0.5,0.58882
